date;experimentId;experimentVariant;product;deviceCategory;userType;channel;goalID;sessions;users;conversions
10.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;37;37;0
16.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;37;37;0
23.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;37;37;0
21.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;38;38;0
12.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;38;38;0
14.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;38;38;0
25.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;38;38;0
14.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;38;38;0
17.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;38;38;0
21.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;38;38;0
27.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;38;38;0
30.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;39;39;0
02.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;39;39;0
06.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;39;39;0
07.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;39;39;0
13.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;39;39;0
25.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;39;39;0
17.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;40;40;0
23.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;40;40;0
25.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;40;40;0
27.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;40;40;0
10.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;40;40;0
18.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;40;40;0
22.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;40;40;0
14.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;41;41;0
22.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
30.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
04.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
08.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
19.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;41;41;0
09.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;41;41;0
11.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
15.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
28.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;41;41;0
24.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;42;42;0
05.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;42;42;0
28.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;42;42;0
31.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;42;42;0
02.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;42;42;0
06.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;42;42;0
08.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;42;42;0
28.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;42;42;0
22.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;43;43;0
29.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;43;43;0
18.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;43;43;0
29.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;43;43;0
03.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;43;43;0
09.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;43;43;0
11.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;43;43;0
18.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;44;44;0
28.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;44;44;0
29.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;44;44;0
11.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;44;44;0
16.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;44;44;0
21.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;45;45;0
28.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;45;45;0
15.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;45;45;0
27.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;45;45;0
29.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;45;45;0
14.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;45;45;0
20.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;45;45;0
13.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;Returning Visitor;channel1;goal1;68;46;0
25.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;46;46;0
27.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;46;46;0
27.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;46;46;0
25.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;46;46;0
04.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;46;46;0
20.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;46;46;0
20.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;48;48;0
27.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;48;48;0
23.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;49;49;0
26.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;49;49;0
23.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;49;49;0
25.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;49;49;0
26.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;49;49;0
07.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;49;49;0
12.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;49;49;0
12.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;Returning Visitor;channel1;goal1;84;54;0
10.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;54;54;0
10.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;54;54;0
02.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;54;54;0
08.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;54;54;0
24.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;mobile;New Visitor;channel1;goal1;110;110;1
25.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;mobile;New Visitor;channel1;goal1;134;134;1
08.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;0;CC;desktop;New Visitor;channel1;goal1;182;182;1
16.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;Returning Visitor;channel1;goal1;155;91;1
21.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;20;20;1
24.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;Returning Visitor;channel1;goal1;179;107;1
26.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;Returning Visitor;channel1;goal1;169;101;1
07.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;50;50;1
03.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;53;53;1
18.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;Returning Visitor;channel1;goal1;348;225;1
22.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;4;4;1
16.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;8;4;1
18.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;10;4;1
29.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;0;CC;tablet;New Visitor;channel1;goal1;5;5;1
08.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;5;5;1
17.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;7;5;1
26.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;11;5;1
01.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;12;5;1
02.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;9;5;1
19.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;11;5;1
19.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;15;5;1
05.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;8;5;1
27.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;9;5;1
15.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;12;6;1
12.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;7;6;1
23.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;7;6;1
03.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;10;6;1
15.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;22;6;1
02.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;7;7;1
20.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;11;7;1
26.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;12;7;1
09.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;11;8;1
09.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;13;8;1
28.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;9;9;1
01.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;9;9;1
08.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;12;9;1
22.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;0;CC;tablet;Returning Visitor;channel1;goal1;17;10;1
19.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;11;10;1
23.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;17;10;1
23.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;11;11;1
07.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;11;11;1
28.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;tablet;Returning Visitor;channel1;goal1;15;11;1
26.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;12;12;1
26.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;20;12;1
14.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;12;12;1
23.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;0;CC;tablet;New Visitor;channel1;goal1;14;14;1
30.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;14;14;1
20.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;21;14;1
03.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;New Visitor;channel1;goal1;15;15;1
16.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;15;15;1
10.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;16;16;1
05.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;16;16;1
05.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;16;16;1
11.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;16;16;1
28.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;16;16;1
04.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;17;17;1
20.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;18;18;1
16.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;tablet;Returning Visitor;channel1;goal1;25;18;1
19.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;19;19;1
22.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;21;21;1
31.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;21;21;1
16.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;22;22;1
23.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;23;23;1
28.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;23;23;1
04.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;24;24;1
17.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;25;25;1
18.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;25;25;1
23.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;0;CC;tablet;Returning Visitor;channel1;goal1;39;26;1
10.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;Returning Visitor;channel1;goal1;59;26;1
17.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;26;26;1
22.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;26;26;1
19.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;27;27;1
27.09.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;1;CC;tablet;Returning Visitor;channel1;goal1;40;28;1
07.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;28;28;1
16.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;28;28;1
26.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;29;29;1
18.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;mobile;New Visitor;channel1;goal1;30;30;1
13.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;32;32;1
09.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;32;32;1
07.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;33;33;1
31.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;33;33;1
11.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;Returning Visitor;channel1;goal1;50;34;1
22.10.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;34;34;1
01.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;34;34;1
02.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;desktop;New Visitor;channel1;goal1;34;34;1
01.11.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;0;CC;mobile;New Visitor;channel1;goal1;37;37;1
04.10.2021;2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d;0;CC;tablet;Returning Visitor;channel1;goal1;61;39;1
29.09.2021;397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f;1;CC;desktop;New Visitor;channel1;goal1;39;39;1
