date,experimentId,experimentVariant,deviceCategory,userType,sessions,users,transactionRevenue,transactions,addToCart
2021-09-23,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-09-23,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-09-25,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-09-27,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-09-28,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-09-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-09-30,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-02,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-03,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-08,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-09,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-10,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-10,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-14,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-17,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-28,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-31,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-02,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-10,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-11,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-16,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-17,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-23,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-25,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-25,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-27,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,1,1,0.0,0,0.0
2021-11-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,1,1,0.0,0,0.0
2021-10-08,2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-09,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-10,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,2,2,0.0,0,0.0
2021-09-11,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,2,2,0.0,0,0.0
2021-09-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,2,2,0.0,0,0.0
2021-09-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,3,2,0.0,0,0.0
2021-09-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-14,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-14,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,2,2,0.0,0,0.0
2021-09-15,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-16,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-17,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-17,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,2,0.0,0,0.0
2021-09-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-27,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,3,2,0.0,0,0.0
2021-09-28,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-30,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-01,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-03,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-05,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-05,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,4,2,0.0,0,0.0
2021-10-06,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-09,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-11,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,1.0
2021-10-15,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-16,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-27,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-10-30,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-01,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-02,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-03,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-07,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-08,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-08,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-14,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-21,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-21,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-11-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,2,2,0.0,0,0.0
2021-09-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-09-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,4,3,0.0,0,0.0
2021-09-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,3,3,0.0,0,0.0
2021-09-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-09-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-09-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,4,3,0.0,0,0.0
2021-09-21,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,3,3,0.0,0,0.0
2021-09-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-09-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-01,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,8,3,0.0,0,0.0
2021-10-02,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,4,3,0.0,0,0.0
2021-10-07,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-16,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-17,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-21,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,4,3,0.0,0,0.0
2021-10-25,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-27,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-10-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-01,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,3,3,0.0,0,0.0
2021-11-03,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-04,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-07,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-10,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-15,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-15,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-16,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-17,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-28,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,3,3,0.0,0,0.0
2021-11-28,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,3,3,0.0,0,0.0
2021-09-25,2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-09-14,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,4,4,0.0,0,0.0
2021-09-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,4,4,0.0,0,0.0
2021-09-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,8,4,0.0,0,0.0
2021-09-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,7,4,0.0,0,0.0
2021-09-20,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-09-21,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-09-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-09-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,6,4,0.0,0,0.0
2021-09-25,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,12,4,0.0,0,0.0
2021-09-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-09-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,5,4,0.0,0,0.0
2021-09-30,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,4,0.0,0,0.0
2021-10-04,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,4,0.0,0,0.0
2021-10-05,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-10-06,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,6,4,0.0,0,0.0
2021-10-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-10-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,4,4,0.0,0,0.0
2021-10-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-10-28,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-10-30,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-10-31,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,8,4,0.0,0,0.0
2021-11-01,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-11-04,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-11-06,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,4,4,0.0,0,0.0
2021-11-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-11-18,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,4,4,0.0,0,0.0
2021-11-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,4,4,0.0,0,0.0
2021-09-28,2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d,0,tablet,New Visitor,5,5,0.0,0,0.0
2021-09-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,desktop,New Visitor,5,5,0.0,0,2.0
2021-09-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,8,5,0.0,0,0.0
2021-09-24,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,5,5,0.0,0,0.0
2021-09-25,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,5,5,0.0,0,0.0
2021-09-29,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,7,5,0.0,0,0.0
2021-10-07,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,9,5,0.0,0,0.0
2021-10-07,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,5,0.0,0,0.0
2021-10-08,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,7,5,0.0,0,0.0
2021-10-12,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,7,5,0.0,0,0.0
2021-10-14,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,14,5,0.0,0,0.0
2021-10-16,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,6,5,0.0,0,0.0
2021-10-21,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,5,5,0.0,0,0.0
2021-10-22,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,6,5,0.0,0,0.0
2021-10-30,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,5,0.0,0,0.0
2021-11-02,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,5,0.0,0,0.0
2021-11-09,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,New Visitor,5,5,0.0,0,0.0
2021-11-13,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,New Visitor,5,5,0.0,0,0.0
2021-11-19,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,5,5,0.0,0,0.0
2021-11-26,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,tablet,Returning Visitor,11,5,0.0,0,0.0
2021-09-22,2ccd4f1b7d290c28600eb2a955f80242d96ad08d11c95a09a8ef0de4cea04f6d,1,tablet,Returning Visitor,7,6,0.0,0,0.0
2021-09-09,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,desktop,New Visitor,6,6,0.0,0,0.0
2021-09-11,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,1,desktop,New Visitor,6,6,0.0,0,0.0
2021-09-23,397c4f579c2c394bfd4d2b53d0d8266b4d3a0637d20270def634fd4ce12fe84f,0,tablet,Returning Visitor,10,6,0.0,0,0.0
